Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
16	15877163	15877266	-1	RNU6-213P
16	15885029	15886158	1	
16	15931697	15932294	-1	RPL15P20
2	4297226	4318273	-1	
16	30379763	30380110	-1	
2	6495651	6511839	1	LINC01824
16	30419625	30419759	-1	SNORA80C
16	30443631	30445874	-1	SEPHS2
3	111592900	111595346	-1	ZBED2
16	30453997	30454097	-1	Y_RNA
16	30471587	30471703	1	Y_RNA
16	30483135	30483195	-1	RNU7-61P
16	30503919	30504001	1	MIR4518
2	84962021	84970761	-1	
16	30524004	30526821	-1	ZNF768
HSCHR6_MHC_QBL_CTG1	2563513	2564247	-1	
HSCHR6_MHC_QBL_CTG1	754738	755143	-1	RPS17P1
2	11391766	11394095	-1	
3	45823316	45916042	-1	LZTFL1
HSCHR6_MHC_QBL_CTG1	2636103	2636529	1	ZDHHC20P2
2	69680518	69713560	1	
HSCHR6_MHC_QBL_CTG1	4142920	4165041	-1	HLA-DMA
2	119723197	119759839	-1	
16	30525923	30534852	-1	
1	30415825	30421108	1	
7	95542145	95544542	1	
9	113407232	113410723	-1	POLE3
7	96118647	96119995	1	
1	30576655	30576825	-1	
2	25362202	25362427	1	
7	102345746	102356444	-1	SPDYE6
16	30526918	30528294	1	
1	30711277	30723585	-1	MATN1
16	30537202	30538231	-1	RPL7L1P16
12	63843761	64162217	1	SRGAP1
16	30587662	30587920	-1	
2	5932543	6060570	1	SILC1
16	30615256	30615679	-1	
5	126776623	126837232	1	LMNB1
16	30624285	30624714	-1	
16	30626976	30627178	1	
1	30731693	30733427	1	
15	59105078	59125045	1	CCNB2
16	30658431	30670810	1	FBRS
1	35176378	35193446	-1	SFPQ
7	100148912	100155944	1	LAMTOR4
9	89311155	89316715	1	CKS2
19	41386353	41397441	-1	EXOSC5
HSCHR6_MHC_QBL_CTG1	1958181	1968296	1	MDC1-AS1
HSCHR6_MHC_QBL_CTG1	1256106	1316823	-1	POLR1HASP
8	55773432	55826445	1	TGS1
6	33004178	33009594	-1	HLA-DOA
9	111896814	111935374	1	UGCG
16	30675300	30675402	-1	RNU6-416P
16	30701337	30701435	-1	RNU6-1043P
16	58116885	58119353	1	
16	58199568	58199836	-1	RN7SL645P
16	58279997	58295047	-1	PRSS54
7	144266674	144269288	-1	CTAGE8
19	17859868	17864153	1	RPL18A
7	128862042	128910719	-1	KCP
6	28903002	28923988	-1	TRIM27
HSCHR6_MHC_QBL_CTG1	1314080	1320070	1	POLR1H
8	18170399	18223739	1	NAT1
2	189234381	189441606	-1	
16	30423615	30430030	-1	DCTPP1
20	1113240	1189415	1	PSMF1
2	223018780	223019212	-1	
2	189188621	189189411	1	
2	6053942	6055549	1	
5	170229104	170252575	1	C5orf58
2	5981021	5982050	-1	
22	23070325	23125036	1	GNAZ
2	118029701	118088904	-1	
16	16394912	16398594	-1	PLA2G10FP
16	16541217	16541847	-1	
16	49297143	49299762	1	
X	53374149	53422728	-1	SMC1A
16	49373804	49399431	1	C16orf78
9	129007036	129028369	-1	SH3GLB2
2	134726784	134918739	-1	CCNT2-AS1
22	43110748	43129712	1	BIK
12	80792520	80937934	-1	LIN7A
5	90392257	90409786	-1	CETN3
11	57386780	57391143	-1	PRG2
2	117995397	118058535	1	
8	54135183	54149588	1	MRPL15
16	49454229	49457269	1	
7	135231979	135258663	1	STRA8
16	49466106	49469875	1	LINC02179
16	49487524	49857919	-1	ZNF423
2	134773541	134791709	1	
2	225112647	225113541	1	
2	95390012	95402654	-1	
X	102599168	102604159	1	ARMCX5
2	13710526	14418000	-1	LINC00276
2	134717636	134725474	1	
2	85951824	85954990	1	
2	134491944	134496759	1	
7	2474728	2476894	-1	GRIFIN
2	196260006	196264204	1	HECW2-AS1
7	144183466	144186080	1	CTAGE4
3	56727418	57079329	-1	ARHGEF3
7	123580881	123581440	-1	
7	48846426	48852898	-1	
2	134825383	134825949	-1	
7	48847766	48851625	1	
7	48902556	48903891	-1	GDI2P1
2	238498678	238555054	-1	LINC01107
HSCHR6_MHC_QBL_CTG1	1888717	1888986	1	PTMAP1
7	48924547	48927454	1	CDC14C
HSCHR6_MHC_QBL_CTG1	3413965	3418722	-1	GPSM3
7	1508655	1509427	-1	
2	238560439	238561927	1	
7	102834605	102834708	1	RNU6-1136P
2	226215754	226216722	-1	
7	102857450	102857755	1	RN7SKP198
1	39733327	39735732	1	
7	103030104	103031354	1	
2	60823069	60882232	-1	REL-DT
1	39757182	39788865	-1	BMP8B
7	100530362	100530659	-1	RN7SL416P
7	100572228	100573900	-1	SAP25
X	53421951	53431624	1	RIBC1
6	32844136	32860734	1	PSMB9
12	112938051	112976460	1	OAS3
19	55399745	55407788	-1	UBE2S
1	39769523	39771348	-1	OXCT2
2	230394030	230401409	-1	
7	100572232	100578700	-1	
2	131794961	131801716	-1	CDRT15P3
17	41377669	41382306	-1	KRT34
1	39779969	39781418	1	BMP8B-AS1
1	39788976	39790171	1	
1	39795843	39795996	-1	
7	90316503	90321304	-1	FAM237B
2	487125	487981	-1	
2	55616876	55625827	1	PPP4R3B-DT
7	99325879	99394653	1	
20	35701347	35742312	-1	RBM39
2	142186189	142196319	1	
11	554850	560738	-1	LMNTD2
2	200217714	200259204	-1	
22	38733280	38794143	-1	SUN2
2	17804088	17849489	-1	
17	76672551	76711004	-1	MXRA7
7	100397383	100420722	1	
15	64364304	64387687	-1	PCLAF
1	39838110	39883511	-1	TRIT1
HSCHR6_MHC_QBL_CTG1	1441894	1443718	-1	PAIP1P1
HSCHR6_MHC_QBL_CTG1	4559970	4560665	-1	LYPLA2P1
2	230657823	230668456	-1	
HSCHR6_MHC_QBL_CTG1	337404	338179	-1	OR2P1P
7	100397577	100434107	1	
HSCHR6_MHC_QBL_CTG1	3116207	3264905	1	CYP21A2
19	38990714	39033773	-1	FBXO27
2	200225731	200226569	1	
2	63322343	63328366	1	
7	67276941	67289005	1	SPDYE21
2	240857181	240870469	-1	
2	239401132	239402657	1	HDAC4-AS1
16	49517762	49518601	-1	ADAM3B
16	49708006	49708243	1	MRPS21P7
16	49711273	49711914	1	
16	49764454	49764688	1	MRPS21P8
16	49847018	49847632	-1	
7	100148341	100148675	-1	
16	49900019	49900524	1	
2	231488478	231506671	1	
16	49935028	49935352	1	RPL34P29
7	6496778	6551461	-1	GRID2IP
2	230690065	230711470	-1	LINC01907
6	28080568	28089563	1	ZNF165
2	128090465	128091128	-1	
2	230706026	230712687	-1	
16	50246137	50318135	1	ADCY7
2	231514841	231519140	1	
2	238636869	238641334	1	
2	67845722	67846609	-1	
2	3482842	3483256	-1	
5	111662621	111997464	-1	NREP
2	6615389	6651104	-1	MIR7515HG
8	67173511	67343961	-1	ARFGEF1
17	3197519	3198448	1	OR1A2
17	58897776	58899692	1	
6	37819429	38154624	1	ZFAND3
17	58951185	58951513	1	Metazoa_SRP
17	58965952	58966727	1	
19	2427638	2456992	-1	LMNB2
17	59059226	59059493	1	RN7SL716P
17	59220467	59275970	1	GDPD1
11	65714005	65720818	-1	RNASEH2C
X	57118551	57121840	-1	SPIN2B
4	169369704	169612644	-1	NEK1
15	55180797	55197076	-1	RSL24D1
7	64141538	64142401	-1	RPL6P20
7	64149685	64150432	-1	VN1R37P
6	11712054	11807046	-1	ADTRP
X	100820369	100841523	1	CSTF2
7	64180006	64180892	-1	VN1R38P
7	64181710	64182893	1	SAPCD2P1
7	64207203	64220290	1	ZNF735
7	141887148	141888092	1	OR9A1P
7	43767290	43767599	1	
7	33730292	33732064	-1	
7	34124948	34128126	-1	
HSCHR6_MHC_QBL_CTG1	2524181	2527552	-1	HLA-C
7	33904308	34156427	1	BMPER
2	201541	214046	-1	
17	59281130	59281343	1	SNRPGP17
17	59331655	59401729	1	YPEL2
2	6649654	6650897	1	
2	197569	209913	1	
2	229296778	229297428	-1	
2	37425634	37921937	1	CDC42EP3-AS1
11	15966449	16739591	-1	SOX6
6	122789049	122809720	1	SMPDL3A
17	59362665	59363278	1	
17	59366083	59366154	1	MIR4729
17	59537359	59537499	-1	RNU4-13P
4	17810844	17844865	1	NCAPG
17	7558292	7561608	1	TNFSF13
12	108778191	108857613	-1	SSH1
19	32345594	32387667	1	ZNF507
14	95181940	95319921	-1	CLMN
6	138161939	138344663	1	ARFGEF3
15	80679684	80755621	1	ABHD17C
15	74630557	74696292	-1	EDC3
2	106468476	106470501	1	
2	56834910	56838588	-1	
2	116546550	116559367	1	
2	87349392	87381902	1	
2	37778672	37916539	-1	PIRAT1
7	94495299	94495404	1	RNU6-1328P
7	66980120	66980410	1	RN7SL43P
7	67089257	67089470	-1	
7	67114322	67114397	-1	MIR4650-1
7	27873785	27876546	1	
7	28118113	28118219	-1	RNU6-979P
16	50292616	50292675	1	MIR6771
7	28279211	28279700	-1	PPIAP80
16	50152911	50235310	1	TENT4B
7	102551226	102563538	1	SPDYE2
19	40665905	40690972	-1	NUMBL
7	74904289	74915078	-1	SPDYE12
X	53431258	53434371	-1	HSD17B10
7	26538378	26541048	1	
7	72919205	72920253	1	
7	38239580	38249572	-1	TRGC2
7	38253380	38253429	-1	TRGJ2
12	21354959	21379980	1	IAPP
7	38256337	38256396	-1	TRGJP2
7	38269491	38269540	-1	TRGJ1
17	28749731	28750079	-1	
2	70343935	70418571	-1	
7	38273587	38273647	-1	TRGJP
17	74549399	74552737	-1	
2	5925514	5927140	-1	
17	74579365	74592283	-1	CD300LD
2	120162655	120216544	-1	
7	38276259	38276318	-1	TRGJP1
7	38311383	38311808	1	
7	38317017	38318861	-1	TRGV9
2	37743280	37762329	-1	
2	37798833	37814360	1	
10	102132994	102150333	1	PPRC1
7	38322446	38322730	-1	TRGVA
17	763565	765319	-1	
2	238554538	238741762	1	LINC01937
7	38326070	38329643	-1	
17	82249067	82251844	1	
7	38330343	38330935	-1	TRGV8
17	40958417	40966948	-1	KRT39
7	38335041	38335514	-1	TRGV7
7	38340700	38340998	-1	TRGV6
8	22620418	22669148	-1	BIN3
7	38345030	38345499	-1	TRGV5P
2	28384409	28394705	-1	FOSL2-AS1
7	38349355	38350022	-1	TRGV5
14	50872053	50904970	1	ABHD12B
12	109553715	109573580	-1	MMAB
7	38353715	38354517	-1	TRGV4
7	38358512	38359162	-1	TRGV3
16	66450998	66451351	-1	
16	66509437	66510048	1	
2	9757496	9773958	-1	
6	10671418	10694797	-1	C6orf52
7	38362864	38363518	-1	TRGV2
16	66549280	66551189	1	
16	66550457	66550567	1	Y_RNA
7	38367586	38368169	-1	TRGV1
16	66552563	66566251	1	CKLF
7	38257879	38265678	-1	TRGC1
2	238711220	238722543	-1	
17	40993430	40994164	-1	KRTAP3-3
2	37526387	37536368	-1	
7	38259643	38273636	-1	TARP
2	28380432	28387503	1	
17	40999193	40999906	-1	KRTAP3-2
7	152592973	152593091	-1	5S_rRNA
6	44278734	44297698	-1	TCTE1
7	152609313	152609434	1	
2	9773637	9780018	-1	
7	152644776	152676193	-1	XRCC2
2	100729414	100731567	-1	
17	41004481	41004760	-1	KRTAP3-4P
17	41008521	41019324	-1	KRTAP3-1
2	28390453	28391930	1	
X	15688830	15788411	1	CA5B
2	37501261	37508312	-1	
2	117468559	117623769	-1	
17	41026026	41027208	-1	KRTAP1-5
17	41033884	41034874	-1	KRTAP1-3
6	18155329	18223854	1	KDM1B
7	152757662	152757951	1	RN7SL845P
7	50141540	50142823	-1	
2	231055894	231057722	-1	
7	50202001	50262994	-1	
1	39881566	39881678	-1	Y_RNA
17	41040541	41041450	-1	KRTAP1-1
2	117525391	117539464	1	
1	39944890	39944998	-1	Y_RNA
1	39962680	39963404	1	
17	41059240	41060114	-1	KRTAP2-3
1	74963314	74965118	1	
7	50274790	50275622	-1	
2	23441530	23467432	-1	
3	69168782	69542583	-1	FRMD4B
1	75122518	75123927	-1	
2	37771133	37772391	1	
7	50388489	50400097	-1	
1	75127830	75133058	-1	
17	41065116	41065879	-1	KRTAP2-4
7	50435380	50435486	1	RNU6-1091P
2	34799835	35185689	1	
7	50531759	50543463	1	DDC-AS1
1	75129974	75132576	-1	LHX8-AS1
17	41071946	41072341	1	KRTAP2-5P
1	75183045	75183147	1	RNU6-622P
17	41090338	41093246	1	
1	85133794	85133873	1	MIR4423
7	142587868	142588359	1	TRBV14
1	85152487	85154203	-1	
17	41117181	41118373	-1	KRTAP4-11
7	142592928	142593473	1	TRBV15
1	89236843	89237612	1	
1	99008218	99008474	1	
7	142598016	142598469	1	TRBV16
17	41123091	41124182	-1	KRTAP4-12
1	154288460	154288527	1	
1	154295503	154295601	1	RNU6-239P
7	142601628	142602360	1	TRBV17
1	154297650	154297748	1	RNU6-121P
1	154312462	154313084	1	
7	142615716	142616415	1	TRBV18
1	157437484	157437754	1	
17	41148924	41149825	-1	KRTAP4-5
5	138285251	138338355	-1	CDC25C
7	142618849	142619532	1	TRBV19
1	157573747	157598085	-1	FCRL4
17	41159649	41160748	-1	KRTAP4-4
7	142626649	142627399	1	TRBV20-1
X	119615724	119693949	-1	SEPTIN6
7	142636924	142637384	1	TRBV21-1
17	3207539	3218896	1	OR1A1
7	142641746	142642196	1	TRBV22-1
7	142645961	142646467	1	TRBV23-1
7	142656701	142657213	1	TRBV24-1
7	142670740	142671244	1	TRBV25-1
17	40977715	40987135	-1	KRT40
16	66552587	66579135	1	CKLF-CMTM1
7	142681415	142681869	1	TRBVA
7	142695699	142696183	1	TRBV26
7	142711384	142711924	1	TRBVB
2	55963191	56049708	-1	MIR217HG
7	142715346	142715861	1	TRBV27
7	142720660	142721160	1	TRBV28
7	142722358	142722764	1	PGBD4P1
7	142725729	142733437	-1	
7	142740206	142740894	1	TRBV29-1
7	107628553	107629550	1	WBP1LP2
7	107642765	107643023	-1	BANF1P5
19	33373685	33382686	1	CEBPG
7	107743073	107761667	1	CBLL1
16	66579448	66588275	1	CMTM2
2	37855738	37856217	-1	
2	192644098	192669886	-1	
17	58148384	58159585	1	OR4D1
14	51989441	52010694	1	RTRAF
17	15675476	15675643	1	ZNF29P
17	15704232	15704900	-1	UBE2SP1
2	228689656	228723096	1	
19	5678421	5680516	-1	MICOS13
17	15699552	15745940	1	ZNF286A-TBC1D26
2	198882573	199071805	-1	
1	157709086	157709643	1	
16	66579983	66580716	-1	
2	42142417	42170486	-1	EML4-AS1
1	157724180	157725020	-1	VDAC1P9
16	66614750	66696743	-1	CMTM4
1	162146709	162175243	-1	
1	162157107	162157182	1	MIR4654
1	162316852	162317794	-1	
1	162338643	162338742	1	RNA5SP61
1	162342546	162342640	1	MIR556
1	162365407	162383531	1	
2	236724548	236728766	-1	
2	42142896	42161736	1	
2	61678549	61764699	-1	
1	162378841	162386812	1	C1orf226
15	29699367	29968915	-1	TJP1
2	40686183	41166556	-1	
1	162441192	162441296	-1	
2	61750944	61764033	1	
1	178017127	178017343	1	
2	49202101	49562658	-1	
1	178194342	178194709	-1	
HSCHR6_MHC_QBL_CTG1	342153	342748	-1	SAR1AP1
1	178411616	178411972	1	
HSCHR6_MHC_QBL_CTG1	1796461	1812259	-1	GNL1
1	178484408	178484682	1	Metazoa_SRP
2	21607465	21637197	-1	
1	178513109	178548602	1	TEX35
2	5070432	5077683	1	
16	66720897	66731785	1	
16	66729152	66741416	1	
16	66738238	66739722	1	
2	40717079	40767578	1	LINC01794
16	66469796	66481230	-1	BEAN1-AS1
7	134127299	134264595	1	LRGUK
17	15732247	15746162	1	TBC1D26
16	66469812	66517312	-1	
2	61763893	61766653	1	
2	21771785	21772648	-1	
2	112061080	112063716	-1	
2	154486366	154591012	1	
2	56522979	56593681	1	
19	10133342	10231286	-1	DNMT1
2	82812192	82828032	1	
6	152749922	152759765	1	VIP
2	88765739	88806619	1	ANKRD36BP2
8	124998467	125022287	1	SQLE
16	66508003	66552544	-1	TK2
3	119173517	119205152	1	UPK1B
4	177309860	177362936	1	NEIL3
1	178542752	178548889	1	C1orf220
7	25949919	25949986	-1	MIR148A
1	178560913	178561029	1	RNA5SP69
7	149125690	149125986	-1	RN7SL521P
12	55927319	55954027	1	DGKA
1	219557192	219557701	1	
7	100478099	100478170	-1	
1	219761789	219761875	1	RNA5SP76
7	137164043	137164612	1	
1	15807169	15809348	-1	UQCRHL
7	6004283	6004385	-1	Y_RNA
HSCHR6_MHC_QBL_CTG1	3853791	3856386	-1	
7	6016877	6017011	1	SNORA80D
7	6031376	6036552	1	ANKRD61
HSCHR6_MHC_QBL_CTG1	1998309	1999664	-1	IER3
1	244731024	244731586	1	
1	244834374	244835011	-1	
1	21547404	21554002	1	
7	92971002	92971299	-1	RN7SL7P
17	35459481	35460550	-1	
6	32148323	32153083	-1	PRRT1
7	93099513	93118023	-1	SAMD9
17	35470069	35470628	-1	
1	206767602	206774541	-1	IL10
17	35477994	35478444	1	
17	35490009	35491238	1	E2F3P1
17	35498218	35499175	1	TAF5LP1
17	35499690	35510270	-1	
7	130790208	130791724	1	
17	35514766	35515186	-1	TOMM20P2
7	130822868	130823219	-1	
17	35522279	35522969	-1	
17	35540039	35540797	-1	
17	35543985	35560819	-1	SLFN14
HSCHR6_MHC_QBL_CTG1	351788	352893	-1	OR2B3
7	130823205	130823511	-1	H4P1
2	231700641	231707179	-1	
HSCHR6_MHC_QBL_CTG1	989643	1012093	-1	HLA-F-AS1
2	236811943	236816270	-1	
7	130840204	130843725	-1	
2	231713109	231717366	-1	
2	236813918	236817226	1	
6	27838545	27855709	1	H2BC15
4	110045846	110199199	-1	ELOVL6
2	78541681	78599406	1	
2	210967233	210970183	1	
17	35553205	35554767	1	
2	96145602	96147012	-1	
17	35561539	35562077	-1	
17	35566517	35566672	1	
6	160121815	160159398	1	SLC22A1
2	204145217	204199489	-1	
HSCHR6_MHC_QBL_CTG1	1211579	1213553	1	HLA-W
HSCHR6_MHC_QBL_CTG1	3617002	3630176	-1	BTNL2
17	35573657	35573753	1	SNORD7
17	30959564	30959850	1	RN7SL138P
2	204152371	204202081	1	
17	30964935	30965500	-1	LINC02978
7	130876747	130876810	-1	MIR29A
7	130877459	130877539	-1	MIR29B1
7	130930209	130932206	-1	
2	88136919	88170824	-1	
17	30968785	30970307	1	
7	131054886	131054992	-1	RNU6-1010P
17	30971652	30973312	1	
7	131242590	131242995	1	
17	30975387	30975954	1	DPRXP4
7	83355154	83362266	1	
17	31094350	31094425	-1	MIR4733
17	31133182	31138518	1	
7	83372652	83373096	-1	
7	83424880	83425002	1	
7	83663419	83664625	1	RAD23BP2
7	97984687	97991169	-1	OCM2
17	68974488	69060949	-1	ABCA9
1	196651852	196795393	1	
HSCHR6_MHC_QBL_CTG1	1225784	1227447	-1	MICD
HSCHR6_MHC_QBL_CTG1	1826463	1852267	1	ABCF1
1	230690776	230745576	-1	AGT
7	45859994	45873082	-1	CCDC201
7	69507510	69507622	-1	Y_RNA
2	149286405	149286838	-1	
2	27409565	27412898	1	
7	69598296	70793506	1	AUTS2
9	98731329	98796965	-1	ANKS6
1	154166245	154166549	-1	RN7SL431P
1	154193665	154193743	-1	MIR190B
4	187994044	188007005	1	ZFP42
2	114789512	114796404	1	
1	154199085	154206333	-1	CFAP141
2	9153382	9168164	-1	
2	1773022	1784297	-1	
2	65269894	65271955	-1	
2	10301971	10374320	1	
2	176128524	176129628	-1	
1	154259727	154259862	1	SNORA58B
1	32402109	32403115	-1	GAPDHP20
1	32421979	32422319	1	
2	10307808	10358802	1	
1	32423214	32426789	-1	LRRC37A12P
2	221581215	221739393	1	
1	32457835	32458135	1	RN7SL122P
1	35350722	35351607	1	RPL5P4
1	35399997	35400319	1	Metazoa_SRP
1	3367815	3373928	-1	
1	3487246	3487627	1	
1	3560695	3560790	-1	MIR551A
1	3658938	3668772	-1	TP73-AS3
1	3712200	3714298	-1	TP73-AS2
1	3736943	3737103	1	
1	113876816	113887581	-1	BCL2L15
2	10287703	10304903	-1	
14	70417107	70460427	1	ADAM21
10	274201	689937	-1	DIP2C
3	40477113	40491053	1	ZNF619
2	94947559	94955429	1	
2	221584008	221610382	-1	
4	72031902	72148311	1	NPFFR2
2	120683217	120710640	-1	
14	24114010	24125614	1	DCAF11
8	56211686	56218809	1	CHCHD7
1	67092165	67231853	-1	C1orf141
2	28689610	28751776	-1	PPP1CB-DT
9	87724051	87731469	1	CTSL
4	121816444	121823917	-1	CCNA2
17	69094289	69095499	-1	SEC24AP1
17	69099542	69099656	1	MIR4524B
17	69099564	69099632	-1	MIR4524A
17	69232963	69235012	-1	PRO1804
17	69242230	69244097	1	
17	69318733	69318961	1	SNRPGP4
17	69355133	69355218	-1	
3	186612776	186621318	1	AHSG
17	69147214	69244846	-1	ABCA10
1	67102645	67102779	-1	
1	67121605	67123956	-1	
10	100912963	100965134	1	SLF2
1	235738005	235738989	1	LDHAP2
1	235853000	235853060	-1	MIR1537
1	235915415	235915521	1	RNU6-968P
1	12569972	12570072	-1	RNU6ATAC18P
1	12578957	12579023	-1	MIR6730
1	12692909	12693020	1	
1	12716110	12728760	1	AADACL3
4	120684919	120923089	-1	PRDM5
1	12746200	12763699	1	CFAP107
11	60912521	60923443	1	TMEM109
1	12773738	12777906	1	PRAMEF12
2	10431994	10443924	1	
2	221653595	221670543	-1	
1	12791397	12796628	1	PRAMEF1
2	137862277	137870812	-1	
2	10277812	10289708	1	
6	75084326	75206267	-1	COL12A1
2	10426595	10432902	-1	
2	231426267	231453478	1	
2	10407458	10412542	-1	
2	198299276	198375490	-1	LINC01923
1	12824605	12831410	-1	PRAMEF11
2	10357564	10360903	-1	
2	228378138	228514699	1	
11	6996671	7020355	-1	ZNF214
2	240403191	240406921	-1	
2	869146	949955	1	
2	228568257	228595893	1	
1	12838125	12841357	-1	PRAMEF30P
1	12847377	12848720	-1	HNRNPCL1
1	12857086	12861909	1	PRAMEF2
HSCHR6_MHC_QBL_CTG1	4339166	4342150	1	HCG24
2	899462	905539	-1	LINC01939
HSCHR6_MHC_QBL_CTG1	2800318	2802700	-1	ATP6V1G2
2	145753220	145754360	1	
2	948972	953621	-1	SNTG2-AS1
8	55696424	55773407	-1	TMEM68
1	12879212	12886201	-1	PRAMEF4
11	18231344	18236860	-1	SAA4
9	97983215	98015943	1	ANP32B
HSCHR6_MHC_QBL_CTG1	3255964	3259493	-1	C4A-AS1
1	12922554	12922660	1	RNU6-1072P
HSCHR6_MHC_QBL_CTG1	1163382	1163748	1	DDX39BP1
1	12926162	12928253	1	PRAMEF29P
HSCHR6_MHC_QBL_CTG1	1183248	1186022	1	HLA-K
1	12938472	12947580	-1	PRAMEF6
HSCHR6_MHC_QBL_CTG1	3083567	3086091	1	HSPA1B
3	14489107	14556075	-1	GRIP2
HSCHR6_MHC_QBL_CTG1	2163350	2169272	1	GTF2H4
2	182426852	182428455	1	
2	207404740	207480824	-1	
2	58421087	58423346	1	
2	94185555	94208468	-1	
1	13196188	13201409	-1	PRAMEF13
11	112226367	112269955	1	PTS
1	13279125	13279231	-1	RNU6-771P
18	74494112	74523557	1	CNDP2
1	13303539	13308907	1	PRAMEF33
7	70837738	70838013	1	
1	12644085	12667076	1	AADACL4
7	140767530	140795643	1	
7	44367140	44369292	-1	
1	12916610	12920751	1	PRAMEF7
7	44467897	44468304	1	RPL32P18
7	56631739	56632727	-1	TRIM60P16
7	56685036	56687366	-1	
7	56736396	56736590	-1	
1	13254198	13263435	1	PRAMEF5
9	92947486	93036238	1	FGD3
7	56805336	56808148	1	CICP28
7	63480598	63480989	-1	
7	63495799	63502536	1	SEPTIN7P5
7	63509303	63510165	1	PHKG1P2
7	63556598	63562588	1	SLC29A4P2
7	63621090	63621169	1	MIR4283-2
7	63632608	63636617	1	
7	63768257	63771047	-1	CICP24
7	63843314	63843505	1	
1	67138907	67259979	1	IL23R
7	63876341	63877350	1	
X	15345594	15384509	-1	VEGFD
7	63893286	63894641	1	GABPAP
7	63908966	63910453	-1	NMD3P1
7	63931141	63931968	1	SLC25A1P3
7	63934449	63935331	-1	VN1R34P
7	63937905	63938509	-1	ARAFP1
7	63963431	63964123	-1	VN1R35P
7	63965834	63966124	-1	VN1R36P
7	63980385	63981477	-1	
7	63993904	63994006	1	
7	40064967	40065478	1	
X	154389955	154409168	1	RPL10
7	104940943	105115019	1	KMT2E
11	65084210	65088398	1	ZFPL1
3	50606456	50611774	-1	CISH
17	7380534	7389774	1	TNK1
3	134599923	134651636	-1	KY
1	13281304	13285137	-1	PRAMEF8
1	13410450	13421328	1	PRAMEF20
1	13474973	13514003	-1	LRRC38
10	96831803	96995956	1	LCOR
1	235661041	235883724	-1	LYST
HSCHR6_MHC_QBL_CTG1	3853335	3860946	-1	HLA-DQB1
5	178602664	178630615	-1	CLK4
4	153344623	153415118	1	MND1
11	7020462	7072055	1	NLRP14
2	113171348	113175360	-1	
8	94895533	95116455	1	NDUFAF6
2	207331046	207393495	1	
2	104297578	104408376	-1	
2	207251438	207271064	1	LINC01802
2	71448679	71452213	-1	
3	149474697	149503394	1	TM4SF4
2	59770890	59791977	1	
HSCHR6_MHC_QBL_CTG1	2962702	2966413	1	LY6G6F
11	65773898	65780976	-1	AP5B1
17	35344231	35344564	1	
17	35377416	35377678	-1	UFM1P2
2	104430130	104532747	1	LINC01102
17	35400878	35403006	-1	
17	35403837	35404373	-1	
17	35406684	35409768	-1	
HSCHR6_MHC_QBL_CTG1	989711	990181	-1	RPL23AP1
11	72189558	72196323	1	FOLR1
17	35406948	35407818	-1	
HSCHR6_MHC_QBL_CTG1	3950399	3957838	-1	HLA-DQB2
17	35409602	35410228	-1	
17	41436154	41440983	-1	KRT38
10	12195950	12250595	1	CDC123
17	41448183	41454055	-1	KRT43P
3	123490820	123585081	-1	HACD2
17	41459513	41467386	-1	KRT32
HSCHR6_MHC_QBL_CTG1	2786081	2802434	-1	DDX39B
17	41467956	41468146	1	RNU2-32P
17	41486136	41492546	-1	KRT36
3	9902612	9916402	1	IL17RE
17	41500983	41502409	1	
17	41513745	41522529	-1	KRT15
8	123013170	123042406	-1	DERL1
16	2683106	2684764	1	
16	2777319	2780568	1	
16	2796408	2796532	-1	SNORA3C
16	2822659	2822993	-1	EIF1P4
2	207334794	207335919	1	
16	30923055	30948783	1	FBXL19
2	187003220	187556288	1	CALCRL-AS1
4	25861830	25929813	1	SMIM20
12	54362445	54364487	-1	GPR84
2	207309653	207310266	-1	
2	144796220	144823791	-1	
X	155276211	155334673	-1	CLIC2
2	104378996	104416783	1	
4	143513445	143557486	1	SMARCA5
12	133080388	133107981	1	ZNF140
17	41517164	41517217	-1	MIR6510
17	41549606	41554495	-1	LINC00974
17	41565836	41572059	-1	KRT9
2	207311207	207311540	-1	
2	46871586	46888477	-1	
15	84817176	84873479	1	ALPK3
2	144884840	144887008	-1	
2	104367868	104372489	1	
2	54673889	54685107	1	
2	99822856	99848304	1	
2	46848973	46864812	-1	
X	108439745	108697547	1	COL4A5
11	68008563	68029282	1	ALDH3B1
